Date,Nicosia - Traffic Station,Limassol - Traffic Station,Larnaka - Traffic Station,Paralimni - Traffic Station,Zygi - Industrial Station,EMEP - Agia Marina Xyliatou - Background Station,Pafos - Traffic Station
02/03/2020,22.9,19.8,24.1,23.8,18.5,N/A,20.8
03/03/2020,36.8,25.4,39.0,28.7,19.7,N/A,28.1
04/03/2020,40.2,38.2,46.3,27.1,22.7,15.0,30.5
05/03/2020,42.7,38.8,42.2,38.7,31.2,23.5,37.4
06/03/2020,30.5,41.0,40.8,45.0,31.3,N/A,25.1
07/03/2020,21.6,28.4,N/A,25.6,23.0,N/A,16.0
08/03/2020,26.3,27.6,28.5,25.1,21.0,N/A,27.3
09/03/2020,45.5,54.1,48.5,36.8,35.0,38.0,63.4
10/03/2020,35.3,29.7,42.7,35.9,29.4,21.8,25.8
11/03/2020,32.6,25.6,29.5,24.1,21.3,9.0,22.4
12/03/2020,50.0,36.6,58.6,56.8,43.8,N/A,31.6
13/03/2020,56.9,42.1,52.5,53.1,43.1,N/A,40.4
14/03/2020,37.2,45.6,55.6,52.8,43.1,N/A,32.1
15/03/2020,39.7,22.8,34.8,34.1,25.6,N/A,28.8
16/03/2020,30.8,17.9,24.9,30.5,18.2,N/A,16.4
17/03/2020,17.5,11.2,18.6,20.4,12.2,N/A,N/A
18/03/2020,17.3,16.6,23.5,22.6,15.7,N/A,15.4
19/03/2020,15.1,13.8,18.4,19.6,15.3,N/A,19.5
20/03/2020,15.2,13.8,16.7,14.8,9.9,N/A,N/A
21/03/2020,14.2,13.2,15.2,14.5,14.6,N/A,9.5
22/03/2020,14.2,10.0,15.5,16.8,13.2,N/A,8.3
23/03/2020,21.1,15.1,20.9,19.6,N/A,N/A,14.7
24/03/2020,27.5,22.9,23.1,N/A,22.0,13.1,16.4
25/03/2020,44.7,17.7,27.3,31.8,19.6,41.6,19.7
26/03/2020,61.7,60.1,81.0,55.3,48.3,37.2,57.0
27/03/2020,41.3,34.5,44.7,39.5,32.3,30.0,39.5
28/03/2020,25.1,25.7,31.8,28.7,30.2,18.6,N/A
29/03/2020,N/A,20.7,26.2,18.1,30.9,13.1,23.0
30/03/2020,18.5,19.4,21.9,18.9,23.9,13.0,22.1
31/03/2020,30.0,37.8,42.7,N/A,33.5,28.4,45.6
01/04/2020,34.7,34.7,42.0,N/A,46.5,33.5,35.4
02/04/2020,34.4,33.4,41.7,N/A,30.8,24.5,31.2
03/04/2020,22.3,N/A,21.8,26.1,24.7,N/A,N/A
04/04/2020,17.2,14.6,24.0,33.0,19.8,N/A,16.0
05/04/2020,39.2,40.9,47.3,47.5,41.5,43.7,50.6
06/04/2020,57.6,51.3,69.5,67.3,53.6,53.7,39.5
07/04/2020,18.6,18.5,24.5,27.4,23.3,14.7,13.8
08/04/2020,14.3,14.3,N/A,16.5,17.3,7.9,13.1
09/04/2020,17.4,12.0,N/A,12.1,15.8,8.1,14.4
10/04/2020,16.1,15.2,22.3,N/A,18.3,9.7,18.3
11/04/2020,19.4,21.2,26.2,25.6,25.6,14.1,28.3
12/04/2020,18.1,14.9,N/A,18.5,19.8,12.7,16.3
13/04/2020,25.3,19.0,N/A,23.4,22.2,15.1,16.5
14/04/2020,21.8,22.5,N/A,23.0,N/A,15.4,17.2
15/04/2020,20.3,19.3,30.9,27.4,25.9,15.0,21.4
16/04/2020,26.1,21.8,29.7,20.7,23.9,22.6,20.0
17/04/2020,24.7,22.1,27.8,23.1,26.5,19.5,N/A
18/04/2020,24.3,22.7,27.9,23.5,32.3,21.8,N/A
19/04/2020,N/A,23.4,29.0,19.1,26.3,23.3,N/A
20/04/2020,N/A,25.6,29.8,19.3,28.2,21.5,12.1
21/04/2020,N/A,16.6,22.3,15.7,26.2,14.7,N/A
22/04/2020,22.4,N/A,21.4,17.5,23.2,18.0,11.0
23/04/2020,30.6,32.8,33.6,N/A,27.4,26.0,32.6
24/04/2020,28.7,33.0,32.1,21.3,21.1,23.8,32.1
25/04/2020,16.9,22.2,16.4,14.1,19.8,10.3,20.3
26/04/2020,N/A,25.4,24.4,25.1,20.5,17.8,28.4
27/04/2020,27.3,N/A,24.2,22.4,16.9,18.5,19.1
28/04/2020,22.3,26.7,18.8,20.8,16.2,N/A,17.7
29/04/2020,23.6,25.3,19.5,20.1,20.9,12.7,20.7
30/04/2020,31.4,30.1,30.1,31.8,27.0,20.8,24.8
01/05/2020,17.4,18.7,22.9,21.0,18.0,14.5,17.2
02/05/2020,N/A,18.5,21.2,19.7,15.1,17.5,17.1
03/05/2020,18.1,19.2,18.7,18.3,16.7,14.9,21.1
04/05/2020,23.8,25.1,20.2,26.4,21.4,15.5,22.5
05/05/2020,19.6,18.3,16.6,20.5,14.8,N/A,18.4
06/05/2020,16.3,24.1,15.3,18.4,29.1,8.5,21.9
07/05/2020,24.3,22.7,22.9,26.5,17.4,12.1,N/A
08/05/2020,26.3,29.6,26.9,18.5,20.5,19.1,N/A
09/05/2020,17.1,24.0,20.4,20.6,20.4,11.1,23.8
10/05/2020,13.1,19.8,17.9,18.9,21.3,10.5,26.0
11/05/2020,29.1,29.6,29.9,25.5,21.8,16.2,26.3
12/05/2020,27.9,28.9,27.8,28.3,23.4,17.4,N/A
13/05/2020,N/A,28.9,20.0,26.0,22.5,11.6,14.6
14/05/2020,N/A,36.0,34.1,25.3,29.0,32.0,18.9
15/05/2020,N/A,50.6,41.4,31.9,32.5,23.1,31.7
16/05/2020,N/A,46.9,50.5,39.4,39.7,37.5,37.8
17/05/2020,N/A,71.0,72.6,62.0,67.3,58.0,72.7
18/05/2020,N/A,77.2,79.2,59.4,59.1,66.0,65.9
19/05/2020,N/A,94.6,96.1,83.0,86.6,82.9,89.7
20/05/2020,N/A,85.3,86.3,75.4,85.0,67.2,83.0
21/05/2020,N/A,89.4,81.8,82.9,72.1,70.5,71.0
22/05/2020,N/A,56.2,57.9,56.2,120.4,N/A,38.1
23/05/2020,N/A,24.3,26.1,29.2,43.1,15.9,24.7
24/05/2020,N/A,15.1,56.8,25.5,16.2,12.5,41.7
25/05/2020,N/A,21.1,20.1,19.7,18.1,10.7,N/A
26/05/2020,N/A,19.1,23.0,21.0,16.5,14.0,N/A
27/05/2020,N/A,23.0,28.4,26.5,34.3,15.4,N/A
28/05/2020,18.3,24.9,22.7,24.7,41.2,14.7,N/A
29/05/2020,20.4,21.5,26.2,28.5,49.5,13.4,N/A
30/05/2020,18.0,14.7,19.8,22.0,24.4,11.3,N/A
31/05/2020,14.6,14.7,18.8,16.7,21.9,11.2,N/A
01/06/2020,18.1,16.7,17.3,20.0,15.9,11.4,N/A
02/06/2020,23.8,19.2,26.9,21.1,30.4,15.4,N/A
03/06/2020,19.2,14.6,24.3,29.1,23.9,13.8,N/A
04/06/2020,18.9,15.0,21.3,20.1,20.0,10.9,10.0
05/06/2020,18.9,19.0,22.0,22.2,22.4,12.6,16.8
06/06/2020,22.4,24.5,34.1,27.7,30.7,16.1,16.3
07/06/2020,25.0,33.1,34.7,29.4,39.8,23.1,18.6
08/06/2020,22.2,34.8,36.2,28.1,37.9,22.1,26.4
09/06/2020,37.4,36.7,39.5,37.3,33.9,26.0,23.9
10/06/2020,26.4,24.8,34.2,31.5,N/A,19.3,23.2
11/06/2020,33.8,31.3,36.1,35.6,N/A,27.4,22.3
12/06/2020,27.7,25.0,33.3,32.9,41.2,17.8,21.9
13/06/2020,21.6,19.5,33.0,30.1,29.4,17.2,20.1
14/06/2020,23.5,22.4,N/A,26.8,30.3,18.9,19.3
15/06/2020,24.1,24.7,30.5,28.8,31.0,N/A,17.7
16/06/2020,23.3,26.9,30.7,28.9,25.8,16.0,16.1
17/06/2020,30.6,28.0,33.3,28.2,28.4,29.6,23.6
18/06/2020,34.4,38.6,44.2,40.4,48.8,25.9,24.6
19/06/2020,21.6,31.1,40.9,36.9,38.0,15.1,30.2
20/06/2020,20.9,27.1,34.1,30.6,31.3,13.1,28.6
21/06/2020,21.6,15.9,33.8,28.2,28.8,14.2,20.5
22/06/2020,35.2,33.6,41.4,41.9,33.8,27.0,35.5
23/06/2020,37.7,25.9,37.6,39.0,34.1,N/A,25.2
24/06/2020,18.3,21.2,28.6,28.7,30.8,N/A,N/A
25/06/2020,25.1,24.6,30.4,28.2,30.4,20.4,20.7
26/06/2020,26.4,35.5,38.9,36.4,31.6,18.9,22.6
27/06/2020,N/A,31.5,41.5,34.2,38.0,19.4,27.7
28/06/2020,25.9,29.8,N/A,36.1,34.7,22.0,34.3
29/06/2020,33.3,N/A,43.7,44.3,41.1,N/A,38.6
30/06/2020,37.7,37.9,50.8,49.2,44.5,N/A,34.9
01/07/2020,31.4,37.0,42.7,44.9,47.5,N/A,30.4
02/07/2020,30.6,32.2,39.2,34.0,37.7,N/A,29.6
03/07/2020,30.0,33.5,37.1,35.6,32.0,12.2,31.4
04/07/2020,33.4,37.2,38.1,32.2,40.7,19.7,33.6
05/07/2020,42.0,44.7,52.1,46.2,48.8,22.0,33.2
06/07/2020,41.9,48.0,48.7,45.3,49.7,N/A,N/A
07/07/2020,36.3,46.5,48.7,49.0,55.7,N/A,N/A
08/07/2020,N/A,26.5,33.6,34.2,34.8,N/A,N/A
09/07/2020,28.8,28.2,N/A,30.1,36.6,N/A,N/A
10/07/2020,34.8,38.8,40.1,36.7,44.1,N/A,N/A
11/07/2020,30.1,38.6,40.8,44.7,42.2,N/A,N/A
12/07/2020,37.0,37.9,47.9,41.3,45.8,N/A,N/A
13/07/2020,44.4,45.1,49.3,47.9,47.9,N/A,N/A
14/07/2020,41.6,44.2,49.4,44.7,49.5,34.0,N/A
15/07/2020,40.2,39.9,49.3,44.6,54.4,28.8,N/A
16/07/2020,32.8,N/A,46.5,42.5,40.8,N/A,N/A
17/07/2020,33.1,N/A,37.1,38.0,33.4,24.1,35.2
18/07/2020,33.6,N/A,38.5,35.7,39.0,27.4,33.1
19/07/2020,29.4,N/A,38.6,31.8,36.5,26.0,27.9
20/07/2020,31.7,N/A,41.9,41.5,44.8,22.5,32.4
21/07/2020,31.4,N/A,39.0,38.6,51.5,23.1,33.5
22/07/2020,35.6,N/A,50.6,44.6,N/A,26.8,37.0
23/07/2020,38.9,42.3,46.5,42.2,N/A,24.7,34.5
24/07/2020,30.0,49.4,42.5,39.0,39.9,21.5,35.8
25/07/2020,31.8,46.6,45.9,45.3,52.2,25.8,40.4
26/07/2020,32.6,29.9,41.6,34.9,38.2,24.4,39.2
27/07/2020,30.4,44.9,44.5,45.8,35.7,22.8,33.3
28/07/2020,38.6,50.0,49.2,45.5,42.5,N/A,39.9
29/07/2020,34.0,43.7,46.8,39.2,38.5,23.3,26.9
30/07/2020,30.6,48.7,38.7,36.7,36.9,25.3,29.1
31/07/2020,37.6,N/A,49.7,48.9,42.9,28.6,44.3
01/08/2020,40.7,41.1,50.6,48.3,42.4,32.0,35.9
02/08/2020,N/A,33.3,42.4,41.0,35.1,27.3,29.0
03/08/2020,N/A,33.3,36.3,38.8,30.5,20.8,27.3
04/08/2020,N/A,36.6,39.3,40.3,35.5,22.3,32.2
05/08/2020,N/A,41.0,45.5,45.8,37.1,19.9,40.6
06/08/2020,N/A,N/A,43.6,44.1,37.4,23.4,40.5
07/08/2020,N/A,N/A,49.2,48.2,37.6,23.7,45.9
08/08/2020,N/A,N/A,52.8,50.4,74.1,29.7,33.6
09/08/2020,N/A,N/A,51.3,52.0,38.5,24.2,31.1
10/08/2020,N/A,N/A,43.9,47.6,33.4,23.6,30.5
11/08/2020,N/A,N/A,40.3,50.1,33.9,25.5,32.8
12/08/2020,N/A,38.8,43.2,45.7,37.1,27.1,36.9
13/08/2020,N/A,39.1,46.9,48.3,42.2,25.9,41.1
14/08/2020,N/A,35.6,45.0,43.2,37.4,21.2,37.3
15/08/2020,N/A,28.6,34.0,33.8,25.2,16.9,32.4
16/08/2020,N/A,28.4,35.3,31.9,24.9,18.8,28.4
17/08/2020,N/A,32.3,34.0,35.4,29.3,20.6,30.4
18/08/2020,N/A,36.1,41.1,47.3,37.0,24.4,39.5
19/08/2020,N/A,35.7,45.6,52.1,33.9,25.7,44.1
20/08/2020,N/A,32.8,46.0,43.5,31.5,29.6,35.5
21/08/2020,N/A,35.7,41.9,43.0,35.7,27.8,39.6
22/08/2020,N/A,38.9,52.8,39.3,62.2,24.9,38.4
23/08/2020,N/A,23.4,32.8,32.0,25.2,17.1,31.2
24/08/2020,N/A,36.5,37.1,38.2,26.4,22.4,30.1
25/08/2020,N/A,39.4,42.4,43.6,33.3,25.8,31.2
26/08/2020,N/A,40.3,43.2,43.6,38.5,N/A,31.5
27/08/2020,N/A,37.1,46.0,49.1,38.5,29.4,34.7
28/08/2020,N/A,39.7,46.4,50.3,33.3,30.0,39.6
29/08/2020,N/A,42.9,54.2,50.7,40.3,30.4,38.5
30/08/2020,N/A,39.6,49.0,46.4,38.4,27.8,36.7
31/08/2020,40.2,45.1,48.1,49.8,35.1,23.8,31.6
01/09/2020,41.3,55.1,44.4,51.5,37.3,27.6,34.0
02/09/2020,39.0,48.4,49.3,46.7,42.6,29.9,35.2
03/09/2020,46.0,50.2,56.0,56.8,41.7,N/A,42.0
04/09/2020,50.7,64.6,68.9,71.1,52.9,38.1,51.0
05/09/2020,46.8,56.8,59.8,46.7,58.7,37.8,48.0
06/09/2020,42.9,40.2,53.8,45.0,45.8,36.2,41.0
07/09/2020,46.8,50.3,55.3,49.0,44.2,34.3,47.0
08/09/2020,40.9,55.3,53.0,44.7,43.1,28.6,42.8
09/09/2020,46.9,51.1,N/A,39.0,39.1,27.7,46.0
10/09/2020,44.8,59.5,N/A,42.4,46.9,30.0,48.1
11/09/2020,46.1,45.9,N/A,44.3,35.2,26.6,47.4
12/09/2020,42.9,36.0,N/A,36.8,39.3,30.7,39.7
13/09/2020,36.2,38.0,N/A,38.8,37.6,28.3,39.6
14/09/2020,36.5,38.0,N/A,40.8,35.5,25.4,32.9
15/09/2020,41.7,45.0,36.5,41.1,37.6,29.3,44.0
16/09/2020,49.7,56.9,48.1,46.7,41.6,34.5,50.8
17/09/2020,52.0,59.2,50.7,51.4,46.5,33.0,45.7
18/09/2020,55.5,59.1,50.8,53.1,49.1,32.7,51.8
19/09/2020,29.9,36.4,35.7,38.0,45.3,21.8,32.7
20/09/2020,24.3,26.5,28.3,31.5,35.0,20.4,31.0
21/09/2020,31.9,37.5,41.5,36.8,33.7,25.0,33.0
22/09/2020,36.6,43.5,N/A,46.3,40.4,25.8,35.6
23/09/2020,33.8,38.6,36.6,40.1,37.9,18.9,36.6
24/09/2020,36.1,38.8,N/A,44.9,33.6,21.9,36.2
25/09/2020,38.1,41.3,53.0,45.7,51.8,23.3,34.9
26/09/2020,27.9,27.3,39.0,33.5,32.6,18.7,27.1
27/09/2020,22.3,28.8,28.6,29.6,27.8,19.8,22.7
28/09/2020,33.0,46.0,N/A,38.3,34.9,36.4,39.6
29/09/2020,N/A,63.2,N/A,72.7,54.8,50.7,71.7
30/09/2020,N/A,51.7,N/A,54.0,84.3,31.5,36.6
01/10/2020,N/A,19.9,N/A,37.9,39.7,N/A,23.1
02/10/2020,N/A,25.9,N/A,26.6,28.5,N/A,22.0
03/10/2020,N/A,24.5,N/A,30.1,24.4,N/A,23.2
04/10/2020,N/A,23.7,N/A,27.4,24.0,N/A,22.2
05/10/2020,N/A,38.2,N/A,37.8,34.8,N/A,30.8
06/10/2020,N/A,48.3,N/A,42.5,39.9,N/A,33.3
07/10/2020,N/A,72.3,N/A,49.8,49.9,48.7,52.5
08/10/2020,N/A,73.3,N/A,50.7,52.9,58.0,72.0
09/10/2020,N/A,74.6,N/A,60.3,67.8,49.5,59.7
10/10/2020,N/A,49.5,N/A,50.9,53.6,24.7,N/A
11/10/2020,N/A,18.6,N/A,24.3,18.6,11.8,15.1
12/10/2020,N/A,26.9,N/A,32.6,24.2,14.0,20.8
13/10/2020,N/A,28.9,N/A,34.1,27.4,16.0,23.2
14/10/2020,N/A,36.6,N/A,33.5,26.9,12.4,17.5
15/10/2020,N/A,37.5,N/A,37.6,35.4,24.2,26.5
16/10/2020,N/A,34.0,N/A,36.3,30.3,16.2,22.7
17/10/2020,N/A,30.6,30.1,39.7,30.8,19.0,27.3
18/10/2020,N/A,29.3,34.0,35.1,34.5,19.9,27.7
19/10/2020,N/A,48.4,51.8,43.8,37.5,36.8,44.9
20/10/2020,N/A,48.4,70.0,52.9,45.7,29.6,38.1
21/10/2020,N/A,42.9,41.7,38.2,45.6,17.1,25.7
22/10/2020,N/A,38.6,41.7,29.6,32.1,16.2,25.1
23/10/2020,N/A,40.9,41.3,41.0,33.9,25.7,33.2
24/10/2020,N/A,51.8,60.6,48.9,47.0,N/A,N/A
25/10/2020,52.9,38.7,52.8,43.1,34.6,N/A,39.0
26/10/2020,63.3,57.2,63.2,48.3,37.5,N/A,49.9
27/10/2020,64.1,55.1,59.9,57.9,44.9,35.9,45.9
28/10/2020,N/A,35.3,39.8,44.1,31.5,23.7,18.5
29/10/2020,N/A,33.9,33.7,43.3,29.8,14.4,24.0
30/10/2020,N/A,36.6,47.9,46.2,31.0,23.0,27.6
31/10/2020,N/A,32.2,23.0,25.0,25.2,10.0,16.3
01/11/2020,N/A,19.0,23.7,28.0,19.8,14.0,18.3
02/11/2020,N/A,27.2,29.0,35.8,22.7,16.1,25.9
03/11/2020,N/A,25.6,29.3,36.5,25.9,15.1,N/A
04/11/2020,N/A,31.0,29.1,23.9,27.7,N/A,N/A
05/11/2020,N/A,18.3,N/A,18.8,11.1,5.4,N/A
06/11/2020,N/A,31.5,29.7,16.5,15.1,10.4,N/A
07/11/2020,N/A,29.0,30.7,23.0,25.2,19.3,N/A
08/11/2020,N/A,25.5,27.8,22.7,20.4,15.8,N/A
09/11/2020,N/A,29.8,34.3,28.0,23.4,N/A,20.9
10/11/2020,N/A,35.2,43.5,53.7,24.2,17.3,28.8
11/11/2020,N/A,33.3,45.6,58.3,29.6,19.6,35.4
12/11/2020,65.1,34.0,51.0,61.4,27.8,20.2,30.9
13/11/2020,55.0,38.9,49.3,N/A,27.9,20.8,36.9
14/11/2020,42.8,33.4,46.6,52.2,26.5,19.8,21.6
15/11/2020,27.1,23.5,23.4,24.5,20.5,11.4,19.9
16/11/2020,48.2,33.2,48.2,47.8,27.9,16.8,30.3
17/11/2020,53.2,39.9,45.4,62.6,25.0,19.2,30.0
18/11/2020,56.1,36.9,48.6,48.3,33.2,19.4,27.5
19/11/2020,56.9,40.7,47.6,32.8,28.5,20.7,30.3
20/11/2020,30.5,23.4,28.4,34.8,20.3,10.4,19.6
21/11/2020,33.1,21.2,19.4,19.9,11.1,N/A,18.9
22/11/2020,29.5,21.2,27.4,33.4,16.6,9.8,18.9
23/11/2020,51.0,26.2,40.6,39.4,23.0,10.6,21.0
24/11/2020,45.6,27.6,36.4,36.9,21.4,12.5,21.6
25/11/2020,56.0,38.1,36.5,36.2,29.0,N/A,29.7
26/11/2020,33.1,34.8,29.2,31.4,23.3,15.7,26.3
27/11/2020,44.4,35.3,31.7,27.0,22.0,14.6,26.7
28/11/2020,44.6,26.6,29.3,N/A,22.9,12.5,26.6
29/11/2020,33.0,27.0,33.6,N/A,21.5,N/A,22.1
30/11/2020,47.4,29.5,34.8,N/A,16.7,10.5,19.4
01/12/2020,33.9,29.9,31.5,N/A,20.8,9.7,20.4
02/12/2020,38.0,35.8,36.6,N/A,22.9,N/A,24.4
03/12/2020,44.6,43.0,45.1,43.2,29.7,17.3,27.2
04/12/2020,52.7,36.5,52.9,37.0,26.8,15.4,20.0
05/12/2020,53.0,26.3,34.3,35.0,16.0,11.3,27.2
06/12/2020,48.4,32.0,45.3,53.7,32.8,N/A,26.1
07/12/2020,44.3,35.7,55.7,69.3,27.6,N/A,18.9
08/12/2020,28.4,N/A,41.1,45.6,25.8,N/A,19.8
09/12/2020,34.7,35.4,36.1,37.0,22.4,N/A,19.1
10/12/2020,28.5,32.9,36.1,41.1,17.8,N/A,19.0
11/12/2020,38.4,35.4,38.3,42.5,20.6,13.3,43.4
12/12/2020,37.5,52.7,53.2,56.8,38.3,27.1,47.2
13/12/2020,40.4,53.8,54.5,60.9,47.7,35.7,39.8
14/12/2020,33.9,46.6,58.8,57.6,44.4,N/A,33.0
15/12/2020,16.8,19.7,N/A,26.4,14.6,N/A,13.1
16/12/2020,36.8,37.8,33.1,33.2,25.0,16.1,27.0
17/12/2020,65.8,45.7,44.8,48.1,23.8,14.5,36.9
18/12/2020,59.3,41.6,40.4,51.6,22.5,11.1,31.0
19/12/2020,46.2,31.7,38.8,42.3,20.8,10.8,23.7
20/12/2020,49.5,27.7,37.3,38.3,27.9,14.2,26.5
21/12/2020,62.9,41.7,43.3,41.2,33.2,19.2,30.8
22/12/2020,73.3,40.6,45.7,50.5,32.6,N/A,41.3
23/12/2020,48.3,39.1,48.3,47.1,23.2,N/A,32.0
24/12/2020,45.6,30.9,38.4,40.3,21.5,15.8,28.8
25/12/2020,53.8,23.1,32.3,44.4,21.0,13.6,24.5
26/12/2020,56.6,25.3,36.3,32.1,25.9,18.5,25.7
27/12/2020,54.9,29.5,37.4,25.4,25.4,18.4,26.8
28/12/2020,48.5,37.8,39.1,45.3,27.3,16.2,23.7
29/12/2020,57.0,38.6,36.6,34.7,22.1,14.7,31.9
30/12/2020,60.2,36.6,35.1,22.9,22.2,15.3,31.1
31/12/2020,71.0,52.1,49.1,46.7,26.6,21.6,33.7
01/01/2021,N/A,44.6,50.6,46.3,31.5,25.4,36.4
02/01/2021,74.1,45.4,49.4,45.2,38.1,25.2,36.2
03/01/2021,64.9,42.7,45.9,42.8,37.4,27.9,37.5
04/01/2021,N/A,52.9,52.8,46.1,39.3,27.2,47.3
05/01/2021,71.6,N/A,N/A,41.6,40.7,29.3,54.8
06/01/2021,58.4,61.1,52.6,48.6,42.1,33.8,52.2
07/01/2021,67.0,63.6,61.0,54.1,43.9,N/A,51.0
08/01/2021,70.4,64.5,62.4,49.1,44.7,N/A,43.7
09/01/2021,59.4,54.2,57.8,45.1,45.4,28.1,36.7
10/01/2021,50.0,41.9,50.9,48.6,36.7,N/A,35.7
11/01/2021,60.9,49.7,59.7,63.3,41.3,N/A,35.3
12/01/2021,47.7,58.2,54.5,55.1,43.9,36.2,43.4
13/01/2021,46.3,53.5,56.7,54.3,53.5,32.2,N/A
14/01/2021,15.1,16.8,26.7,23.0,N/A,6.6,N/A
15/01/2021,N/A,26.2,26.2,20.2,N/A,9.1,N/A
16/01/2021,18.9,17.9,N/A,N/A,N/A,6.9,N/A
17/01/2021,13.6,12.1,N/A,N/A,N/A,7.1,14.4
18/01/2021,N/A,20.6,16.0,N/A,N/A,6.8,N/A
19/01/2021,15.4,13.6,18.6,N/A,18.1,N/A,9.4
20/01/2021,N/A,26.0,21.8,25.1,11.2,10.3,17.6
21/01/2021,N/A,25.9,27.7,43.9,11.3,7.1,N/A
22/01/2021,51.8,28.8,23.9,N/A,13.7,10.0,26.8
23/01/2021,56.4,32.7,24.8,27.7,17.1,13.9,25.8
24/01/2021,38.2,26.2,25.3,33.0,17.3,13.9,22.5
25/01/2021,N/A,41.9,38.6,52.7,24.5,19.4,24.6
26/01/2021,N/A,40.6,47.8,53.5,23.0,17.2,N/A
27/01/2021,46.0,42.1,41.3,40.0,35.5,23.7,N/A
28/01/2021,N/A,22.2,23.2,33.9,16.6,7.0,17.2
29/01/2021,20.1,18.3,15.2,15.5,13.4,N/A,10.5
30/01/2021,16.7,21.9,N/A,18.0,20.7,N/A,17.0
31/01/2021,18.1,33.8,19.5,24.3,26.0,N/A,29.6
01/02/2021,29.6,37.0,31.5,25.9,22.5,N/A,27.7
02/02/2021,59.6,42.5,49.4,40.2,33.4,27.1,37.3
03/02/2021,59.0,80.1,57.2,47.0,43.4,40.3,73.1
04/02/2021,54.1,59.6,41.8,40.7,N/A,31.8,43.6
05/02/2021,65.1,62.1,N/A,53.6,37.6,28.7,47.4
06/02/2021,N/A,40.2,36.9,42.4,27.8,16.5,31.7
07/02/2021,32.1,23.7,25.0,25.8,19.3,N/A,17.7
08/02/2021,N/A,32.5,29.5,34.0,19.0,N/A,16.5
09/02/2021,N/A,43.9,49.8,41.9,28.2,N/A,39.1
10/02/2021,N/A,54.7,51.8,N/A,41.2,39.5,44.7
11/02/2021,N/A,64.0,65.4,N/A,51.3,53.0,63.8
12/02/2021,N/A,62.9,66.9,N/A,N/A,44.9,51.7
13/02/2021,N/A,29.0,28.1,30.8,N/A,10.6,17.0
14/02/2021,N/A,N/A,23.2,25.9,N/A,14.1,16.1
15/02/2021,N/A,20.2,21.7,25.5,17.1,9.5,16.1
16/02/2021,13.9,16.6,14.9,15.9,12.6,N/A,12.7
17/02/2021,25.9,17.2,16.3,17.5,11.0,6.8,9.5
18/02/2021,32.2,24.2,28.6,31.8,N/A,7.4,17.3
19/02/2021,34.7,34.5,24.6,32.0,13.8,8.1,16.1
20/02/2021,22.3,24.6,26.7,31.7,16.1,12.6,16.1
21/02/2021,N/A,20.9,22.7,21.3,15.5,11.2,23.0
22/02/2021,53.8,31.2,25.8,24.2,15.7,14.0,20.2
23/02/2021,35.2,35.7,27.4,25.1,16.8,13.7,21.5
24/02/2021,N/A,29.0,20.3,25.0,13.5,6.4,11.5
25/02/2021,49.9,34.0,30.8,N/A,15.5,12.1,21.2
26/02/2021,37.7,34.9,34.1,32.7,21.1,15.5,21.2
27/02/2021,N/A,N/A,30.9,N/A,18.9,14.1,N/A
28/02/2021,29.4,N/A,27.4,31.4,24.8,N/A,24.8
01/03/2021,38.5,36.5,36.3,31.7,28.1,23.9,35.5
02/03/2021,28.8,N/A,27.8,29.9,19.8,15.6,29.5
03/03/2021,31.9,29.1,30.4,28.6,17.0,11.7,18.8
04/03/2021,27.7,27.6,31.4,32.5,16.1,7.4,N/A
05/03/2021,30.3,25.7,25.1,27.9,22.4,10.3,N/A
06/03/2021,30.6,26.8,22.0,28.7,16.4,13.1,14.2
07/03/2021,19.0,22.2,19.6,19.3,16.4,10.0,12.2
08/03/2021,33.9,31.9,32.9,38.1,29.1,16.0,N/A
09/03/2021,33.0,29.8,28.6,32.9,N/A,18.3,N/A
10/03/2021,N/A,N/A,44.5,32.4,29.3,32.8,56.8
11/03/2021,42.8,53.2,51.7,N/A,46.7,32.0,N/A
12/03/2021,24.6,26.9,22.8,26.6,N/A,10.5,38.8
13/03/2021,20.3,24.3,23.1,26.9,16.0,9.7,N/A
14/03/2021,19.4,22.5,24.1,25.7,17.7,12.8,N/A
15/03/2021,22.5,21.7,24.8,20.2,20.2,12.4,20.8
16/03/2021,23.9,26.0,24.3,23.6,25.9,11.9,23.1
17/03/2021,21.5,25.9,21.9,21.6,23.5,11.5,27.8
18/03/2021,21.9,21.1,20.6,19.7,15.3,8.6,22.1
19/03/2021,23.6,24.8,22.3,20.6,13.7,8.8,17.2
20/03/2021,N/A,23.4,20.8,15.7,N/A,9.1,18.6
21/03/2021,N/A,28.0,28.7,22.1,17.8,16.2,23.7
22/03/2021,N/A,70.4,83.1,43.0,46.5,83.7,87.2
23/03/2021,N/A,80.4,75.1,71.4,65.2,60.1,68.4
24/03/2021,N/A,21.5,18.8,22.3,19.4,N/A,N/A
25/03/2021,N/A,17.2,16.2,15.3,16.3,8.6,N/A
26/03/2021,N/A,18.3,18.6,18.2,15.1,6.9,N/A
27/03/2021,N/A,17.8,20.4,21.5,12.9,7.8,N/A
28/03/2021,N/A,12.1,16.5,20.4,14.1,6.4,N/A
29/03/2021,N/A,20.3,20.6,19.2,13.1,6.7,N/A
30/03/2021,N/A,22.8,21.7,N/A,13.8,8.9,N/A
31/03/2021,N/A,33.4,26.5,32.8,20.1,14.5,29.7
01/04/2021,14.7,15.0,17.6,19.6,12.7,N/A,15.4
02/04/2021,19.4,14.2,14.0,14.6,10.2,N/A,12.0
